"PROBEID","GENENAME","SYMBOL"
"1373575_at","Fc epsilon receptor Ig","Fcer1g"
"1373577_at","neuropilin 1","Nrp1"
"1373578_at","tripartite motif-containing 2","Trim2"
"1373591_at","ADP-ribosylation factor interacting protein 2","Arfip2"
"1373592_at","serpin family B member 9","Serpinb9"
"1373595_at","transmembrane protein 43","Tmem43"
"1373600_at","glucoside xylosyltransferase 1","Gxylt1"
"1373610_at","SEC24 homolog D, COPII coat complex component","Sec24d"
"1373614_at","choline O-acetyltransferase","Chat"
"1373619_at","ankyrin repeat domain 10","Ankrd10"
"1373623_at","inositol-trisphosphate 3-kinase C","Itpkc"
"1373631_at","Rap1 GTPase-activating protein","Rap1gap"
"1373658_at","Rac GTPase-activating protein 1","Racgap1"
"1373661_a_at","C-X-C motif chemokine receptor 4","Cxcr4"
"1373672_at","serpin family B member 9","Serpinb9"
"1373674_at","microfibril associated protein 5","Mfap5"
"1373677_at","solute carrier family 39 member 10","Slc39a10"
"1373678_at","chloride intracellular channel 4","Clic4"
"1373683_at","FYN proto-oncogene, Src family tyrosine kinase","Fyn"
"1373686_at","serpin family A member 6","Serpina6"
"1373697_at","myosin binding protein C2","Mybpc2"
"1373718_at","tubulin, beta 2A class IIa","Tubb2a"
"1373722_at","kinesin family member 20A","Kif20a"
"1373724_at","keratin 4","Krt4"
"1373759_at","FosB proto-oncogene, AP-1 transcription factor subunit","Fosb"
"1373767_at","zinc finger AN1-type containing 2A","Zfand2a"
"1373772_at","DNA methyltransferase 1","Dnmt1"
"1373785_at","phospholipase D family, member 4","Pld4"
"1373790_at","carbonic anhydrase 14","Car14"
"1373803_a_at","growth hormone receptor","Ghr"
"1373807_at","vascular endothelial growth factor A","Vegfa"
"1373812_at","cyclin-dependent kinase inhibitor 1B","Cdkn1b"
"1373823_at","CDC28 protein kinase regulatory subunit 2","Cks2"
"1373829_at","fibroblast growth factor receptor 2","Fgfr2"
"1373840_at","nudix hydrolase 9","Nudt9"
"1373852_at","steroid 5 alpha-reductase 3","Srd5a3"
"1373858_at","karyopherin subunit beta 1","Kpnb1"
"1373860_at","SRY-box transcription factor 4","Sox4"
"1373867_at","lysine demethylase 5A","Kdm5a"
"1373869_at","sterol O-acyltransferase 1","Soat1"
"1373879_at","CRK like proto-oncogene, adaptor protein","Crkl"
"1373881_at","Rho GDP dissociation inhibitor beta","Arhgdib"
"1373894_at","RAB31, member RAS oncogene family","Rab31"
"1373900_at","keratin 7","Krt7"
"1373911_at","periostin","Postn"
"1373916_at","E1A binding protein p300","Ep300"
"1373921_at","enoyl CoA hydratase domain containing 3","Echdc3"
"1373932_at","cytochrome b-245 beta chain","Cybb"
"1373933_at","Rap guanine nucleotide exchange factor 2","Rapgef2"
"1373940_at","NCK adaptor protein 1","Nck1"
"1373952_at","protein kinase AMP-activated non-catalytic subunit gamma 2","Prkag2"
"1373959_at","protein phosphatase 2 scaffold subunit A beta","Ppp2r1b"
"1373969_at","sorbin and SH3 domain containing 3","Sorbs3"
"1373977_at","kinesin family member 5C","Kif5c"
"1373989_at","Ras association domain family member 1","Rassf1"
"1373990_at","solute carrier family 7 (cationic amino acid transporter, y+ system), member 12","Slc7a12"
"1374017_at","tripartite motif containing 72","Trim72"
"1374024_at","G patch domain containing 8","Gpatch8"
"1374033_at","proteasome 20S subunit beta 10","Psmb10"
"1374036_at","minichromosome maintenance complex component 2","Mcm2"
"1374039_at","carbonic anhydrase 14","Car14"
"1374064_at","nuclear factor of activated T-cells 3","Nfatc3"
"1374065_at","MET proto-oncogene, receptor tyrosine kinase","Met"
"1374066_at","cyclin-dependent kinase 19","Cdk19"
"1374070_at","glutathione peroxidase 2","Gpx2"
"1374072_at","serine and arginine rich splicing factor 1","Srsf1"
"1374079_at","defective in cullin neddylation 1 domain containing 4","Dcun1d4"
"1374088_at","myopalladin","Mypn"
"1374099_at","nebulin-related anchoring protein","Nrap"
"1374107_at","elaC ribonuclease Z 2","Elac2"
"1374145_at","PIH1 domain containing 1","Pih1d1"
"1374180_at","eukaryotic translation initiation factor 1A","Eif1a"
"1374182_at","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1","Smarcc1"
"1374183_at","E2F-associated phosphoprotein","Eapp"
"1374215_at","pleckstrin homology domain containing J1","Plekhj1"
"1374216_at","growth arrest-specific 2 like 3","Gas2l3"
"1374232_at","phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha","Pik3ca"
"1374245_at","nonhomologous end-joining factor 1","Nhej1"
"1374248_at","myosin binding protein C1","Mybpc1"
"1374257_at","TIAM Rac1 associated GEF 1","Tiam1"
"1374284_at","Ras association domain family member 4","Rassf4"
"1374285_at","RAS like proto-oncogene A","Rala"
"1374289_at","RNA polymerase I and III subunit C","Polr1c"
"1374302_at","opsin 4","Opn4"
"1374319_at","pleckstrin homology and RUN domain containing M1","Plekhm1"
"1374320_at","coagulation factor V","F5"
"1374326_at","peter pan homolog","Ppan"
"1374334_at","immunoglobulin heavy chain, alpha","Igha"
"1374352_at","actin, alpha, cardiac muscle 1","Actc1"
"1374352_at","actin alpha 2, smooth muscle","Acta2"
"1374353_x_at","actin, alpha, cardiac muscle 1","Actc1"
"1374353_x_at","actin alpha 2, smooth muscle","Acta2"
"1374359_at","cyclin E2","Ccne2"
"1374360_at","cell division cycle 20","Cdc20"
"1374395_at","exportin 1","Xpo1"
"1374404_at","Jun proto-oncogene, AP-1 transcription factor subunit","Jun"
"1374406_at","kelch domain containing 2","Klhdc2"
"1374424_at","protein arginine methyltransferase 5","Prmt5"
"1374425_at","TLE family member 1, transcriptional corepressor","Tle1"
"1374430_at","glyoxalase domain containing 4","Glod4"
"1374440_at","hydroxysteroid (17-beta) dehydrogenase 11","Hsd17b11"
"1374446_at","TCDD-inducible poly(ADP-ribose) polymerase","Tiparp"
"1374449_at","cell division cycle associated 3","Cdca3"
"1374457_at","serine palmitoyltransferase, long chain base subunit 2","Sptlc2"
"1374458_at","serum/glucocorticoid regulated kinase family, member 3","Sgk3"
"1374460_at","COP9 signalosome subunit 7A","Cops7a"
"1374467_at","TNF receptor-associated protein 1","Trap1"
"1374472_at","VPS37A subunit of ESCRT-I","Vps37a"
"1374475_at","abhydrolase domain containing 1","Abhd1"
"1374480_at","dishevelled associated activator of morphogenesis 1","Daam1"
"1374493_at","Bcl2 modifying factor","Bmf"
"1374504_at","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated","Lsm6"
"1374512_at","glycerate kinase","Glyctk"
"1374518_at","DNA damage regulated autophagy modulator 2","Dram2"
"1374527_at","enoyl CoA hydratase domain containing 2","Echdc2"
"1374536_at","CRK proto-oncogene, adaptor protein","Crk"
"1374537_at","chondroitin sulfate synthase 1","Chsy1"
"1374540_at","cell division cycle associated 7","Cdca7"
"1374550_at","MAPK interacting serine/threonine kinase 1","Mknk1"
"1374552_at","mitogen-activated protein kinase 1 interacting protein 1-like","Mapk1ip1l"
"1374556_at","spermine oxidase","Smox"
"1374566_at","nischarin","Nisch"
"1374569_at","glutamate-rich WD repeat containing 1","Grwd1"
"1374571_at","phosphatidylinositol glycan anchor biosynthesis, class X","Pigx"
"1374580_at","SUMO specific peptidase 6","Senp6"
"1374588_at","sulfatase modifying factor 1","Sumf1"
"1374608_at","TatD DNase domain containing 2","Tatdn2"
"1374620_at","CEA cell adhesion molecule 1","Ceacam1"
"1374624_at","polypeptide N-acetylgalactosaminyltransferase 11","Galnt11"
"1374626_at","leucine-rich alpha-2-glycoprotein 1","Lrg1"
"1374628_at","crystallin zeta","Cryz"
"1374632_at","jumonji domain containing 6, arginine demethylase and lysine hydroxylase","Jmjd6"
"1374646_at","casein kinase 1, alpha 1","Csnk1a1"
"1374662_at","solute carrier family 35 member A1","Slc35a1"
"1374686_at","solute carrier family 30 member 7","Slc30a7"
"1374718_at","deltex E3 ubiquitin ligase 3L","Dtx3l"
"1374720_at","exo/endonuclease G","Exog"
"1374730_at","transmembrane immune signaling adaptor Tyrobp","Tyrobp"
"1374739_at","cell division cycle associated 4","Cdca4"
"1374758_at","DEP domain containing MTOR-interacting protein","Deptor"
"1374765_at","3-hydroxybutyrate dehydrogenase 1","Bdh1"
"1374770_at","N-acylsphingosine amidohydrolase 1","Asah1"
"1374775_at","marker of proliferation Ki-67","Mki67"
"1374778_at","cathepsin C","Ctsc"
"1374788_at","tumor protein p53 binding protein 1","Tp53bp1"
"1374796_at","sarcoglycan, beta","Sgcb"
"1374799_at","non-SMC condensin I complex, subunit D2","Ncapd2"
"1374805_at","DNA replication and sister chromatid cohesion 1","Dscc1"
"1374806_at","stratifin","Sfn"
"1374828_at","protein disulfide isomerase family A, member 5","Pdia5"
"1374842_at","CCAAT/enhancer binding protein zeta","Cebpz"
"1374857_at","GAR1 ribonucleoprotein","Gar1"
"1374884_at","protein phosphatase, Mg2+/Mn2+ dependent, 1D","Ppm1d"
"1374902_at","IQ motif containing GTPase activating protein 3","Iqgap3"
"1374904_at","SIX homeobox 1","Six1"
"1374905_at","taxilin alpha","Txlna"
"1374914_at","peroxisome proliferator-activated receptor delta","Ppard"
"1374936_at","amidohydrolase domain containing 2","Amdhd2"
"1374938_at","zw10 kinetochore protein","Zw10"
"1374945_at","tRNA methyltransferase 61A","Trmt61a"
"1374956_at","pericentriolar material 1","Pcm1"
"1374976_a_at","sterol O-acyltransferase 1","Soat1"
"1374989_at","ankyrin repeat and SOCS box-containing 12","Asb12"
"1375010_at","Cd68 molecule","Cd68"
"1375034_at","phospholipase A2, group XV","Pla2g15"
"1375039_x_at","Fc fragment of IgG binding protein-like 1","Fcgbpl1"
"1375071_at","nucleoporin 133","Nup133"
"1375093_at","ribokinase","Rbks"
"1375112_at","nuclear receptor subfamily 2, group F, member 6","Nr2f6"
"1375123_at","SRY-box transcription factor 4","Sox4"
"1375129_at","fibroblast growth factor receptor 2","Fgfr2"
"1375140_at","muscleblind-like splicing regulator 2","Mbnl2"
"1375153_at","SRY-box transcription factor 2","Sox2"
"1375170_at","S100 calcium binding protein A11","S100a11"
"1375178_at","AKT serine/threonine kinase 1","Akt1"
"1375199_at","insulin-like growth factor 1 receptor","Igf1r"
"1375211_at","ribonuclease T2","Rnaset2"
"1375213_at","phosphoenolpyruvate carboxykinase 2 (mitochondrial)","Pck2"
"1375224_at","pleckstrin homology-like domain, family A, member 3","Phlda3"
"1375247_at","monoglyceride lipase","Mgll"
"1375250_at","beta-1,4-galactosyltransferase 1","B4galt1"
"1375254_at","solute carrier family 35 member A1","Slc35a1"
"1375255_at","microtubule associated serine/threonine kinase 2","Mast2"
"1375257_at","SRY-box transcription factor 4","Sox4"
"1375267_at","peptidylprolyl isomerase C","Ppic"
"1375268_at","ribosomal protein S27-like","Rps27l"
"1375269_at","deoxyribose-phosphate aldolase","Dera"
"1375278_at","tripartite motif-containing 2","Trim2"
"1375284_at","catenin beta 1","Ctnnb1"
"1375332_at","prolyl 4-hydroxylase subunit alpha 2","P4ha2"
"1375352_at","beta-1,4-galactosyltransferase 2","B4galt2"
"1375355_at","monoglyceride lipase","Mgll"
"1375357_at","torsin family 1, member A","Tor1a"
"1375360_at","Ras homolog, mTORC1 binding","Rheb"
"1375381_at","neudesin neurotrophic factor","Nenf"
"1375428_at","cellular repressor of E1A-stimulated genes 1","Creg1"
"1375453_at","G patch domain containing 8","Gpatch8"
"1375468_at","ATP binding cassette subfamily C member 5","Abcc5"
"1375469_at","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4","Smarca4"
"1375476_at","glycogen phosphorylase, muscle associated","Pygm"
"1375504_at","DNA polymerase gamma 2, accessory subunit","Polg2"
"1375517_at","tumor protein p53 inducible nuclear protein 2","Tp53inp2"
"1375518_at","titin","Ttn"
"1375522_at","N-myristoyltransferase 1","Nmt1"
"1375532_at","inhibitor of DNA binding 2","Id2"
"1375533_at","vestigial-like family member 4","Vgll4"
"1375547_at","THAP domain containing 11","Thap11"
"1375548_at","EF-hand calcium binding domain 14","Efcab14"
"1375551_at","coiled-coil domain containing 86","Ccdc86"
"1375565_at","translocase of inner mitochondrial membrane 22","Timm22"
"1375568_at","suppressor of cytokine signaling 1","Socs1"
"1375569_at","coiled-coil domain containing 92","Ccdc92"
"1375575_at","calcium/calmodulin-dependent protein kinase II beta","Camk2b"
"1375615_at","neurotrophic receptor tyrosine kinase 1","Ntrk1"
"1375628_at","NADH:ubiquinone oxidoreductase subunit B8","Ndufb8"
"1375633_at","chloride intracellular channel 1","Clic1"
"1375655_at","cAMP responsive element binding protein 1","Creb1"
"1375675_at","muscleblind-like splicing regulator 2","Mbnl2"
"1375683_at","cell division cycle 25A","Cdc25a"
"1375692_at","mitogen activated protein kinase 1","Mapk1"
"1375696_at","interferon alpha and beta receptor subunit 1","Ifnar1"
"1375697_at","malectin","Mlec"
"1375705_at","G protein subunit beta 1","Gnb1"
"1375755_at","beta-1,4-galactosyltransferase 1","B4galt1"
"1375796_at","interferon gamma induced GTPase","Igtp"
"1375813_at","A-kinase anchoring protein 8 like","Akap8l"
"1375841_at","YME1-like 1 ATPase","Yme1l1"
"1375852_at","3-hydroxy-3-methylglutaryl-CoA reductase","Hmgcr"
"1375857_at","myoferlin","Myof"
"1375858_at","NPR2-like, GATOR1 complex subunit","Nprl2"
"1375862_at","peroxidasin","Pxdn"
"1375871_at","solute carrier family 35, member B1","Slc35b1"
"1375880_at","amyloid beta precursor protein binding protein 2","Appbp2"
"1375882_at","protein phosphatase 3 catalytic subunit beta","Ppp3cb"
"1375892_at","ELAV like RNA binding protein 1","Elavl1"
"1375895_at","TSR1, ribosome maturation factor","Tsr1"
"1375901_at","DExD-box helicase 21","Ddx21"
"1375917_at","leukocyte immunoglobulin like receptor B4","Lilrb4"
"1375919_at","ubiquilin 2","Ubqln2"
"1375937_a_at","centromere protein T","Cenpt"
"1375943_at","centriolar coiled-coil protein 110","Ccp110"
"1375944_at","acyl-CoA synthetase short-chain family member 2","Acss2"
"1375951_at","thrombomodulin","Thbd"
"1375953_at","MALT1 paracaspase","Malt1"
"1375954_at","S100 calcium binding protein A13","S100a13"
"1375956_at","MNAT1 component of CDK activating kinase","Mnat1"
"1375966_at","multimerin 2","Mmrn2"
"1375967_a_at","dual specificity phosphatase 22","Dusp22"
"1375970_at","protein kinase AMP-activated catalytic subunit alpha 1","Prkaa1"
"1375981_a_at","SUV39H1 histone lysine methyltransferase","Suv39h1"
"1375987_at","ceramide kinase","Cerk"
"1375989_a_at","nuclear factor kappa B subunit 2","Nfkb2"
"1375995_at","C2 calcium-dependent domain containing 5","C2cd5"
"1376001_at","RNA polymerase I subunit E","Polr1e"
"1376020_at","diphthamide biosynthesis 2","Dph2"
"1376039_at","aurora kinase A","Aurka"
"1376047_at","3'-phosphoadenosine 5'-phosphosulfate synthase 2","Papss2"
"1376051_at","crystallin, lambda 1","Cryl1"
"1376055_at","minichromosome maintenance complex component 5","Mcm5"
"1376065_at","ribosome biogenesis regulator 1 homolog","Rrs1"
"1376073_at","SEL1L adaptor subunit of SYVN1 ubiquitin ligase","Sel1l"
"1376075_at","presenilin 1","Psen1"
"1376084_a_at","extra spindle pole bodies like 1, separase","Espl1"
"1376089_at","low density lipoprotein receptor","Ldlr"
"1376091_at","adenylosuccinate lyase","Adsl"
"1376099_at","collagen type V alpha 1 chain","Col5a1"
"1376100_at","tubulin, beta 6 class V","Tubb6"
"1376105_at","collagen type XIV alpha 1 chain","Col14a1"
"1376144_at","poly (ADP-ribose) polymerase family, member 9","Parp9"
"1376150_at","sphingosine-1-phosphate receptor 3","S1pr3"
"1376151_a_at","immunity-related GTPase family M member 2","Irgm2"
"1376160_at","RELB proto-oncogene, NF-kB subunit","Relb"
"1376162_at","collagen type VI alpha 2 chain","Col6a2"
"1376173_at","PDS5 cohesin associated factor A","Pds5a"
"1376185_at","kinesin family member C1","Kifc1"
"1376210_at","forkhead box O3","Foxo3"
"1376229_at","forkhead box O3","Foxo3"
"1376231_at","GINS complex subunit 1","Gins1"
"1376247_at","phosphoenolpyruvate carboxykinase 2 (mitochondrial)","Pck2"
"1376259_at","protein kinase C, theta","Prkcq"
"1376263_at","meteorin, glial cell differentiation regulator","Metrn"
"1376299_at","lysine demethylase 5A","Kdm5a"
"1376316_at","origin recognition complex, subunit 6","Orc6"
"1376317_at","origin recognition complex, subunit 6","Orc6"
"1376321_at","piezo-type mechanosensitive ion channel component 1","Piezo1"
"1376347_at","lysine demethylase 5B","Kdm5b"
"1376382_at","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2","B3gnt2"
"1376457_at","cysteine-rich secretory protein LCCL domain containing 2","Crispld2"
"1376576_at","dual specificity phosphatase 11","Dusp11"
"1376579_at","leucine aminopeptidase 3","Lap3"
"1376587_at","F-box protein 11","Fbxo11"
"1376593_at","forkhead box O3","Foxo3"
"1376596_at","DEAD-box helicase 42","Ddx42"
"1376602_a_at","F-box protein 22","Fbxo22"
"1376611_at","DNA polymerase alpha 1, catalytic subunit","Pola1"
"1376652_at","complement C1q A chain","C1qa"
"1376655_at","cAMP-regulated phosphoprotein 19","Arpp19"
"1376667_at","cytochrome P450, family 26, subfamily b, polypeptide 1","Cyp26b1"
"1376675_at","Cd300a molecule","Cd300a"
"1376678_at","amyloid beta precursor protein binding family B member 2","Apbb2"
"1376681_at","ribosomal RNA processing 8","Rrp8"
"1376684_at","DLG associated protein 5","Dlgap5"
"1376687_at","ubiquitin specific peptidase 1","Usp1"
"1376689_at","IKBKB interacting protein","Ikbip"
"1376713_at","metastasis associated 1","Mta1"
"1376724_at","protein kinase AMP-activated non-catalytic subunit beta 2","Prkab2"
"1376785_at","choline phosphotransferase 1","Chpt1"
"1376788_at","death associated protein kinase 1","Dapk1"
"1376816_at","BRCA1, DNA repair associated","Brca1"
"1376852_at","methylcrotonyl-CoA carboxylase subunit 1","Mccc1"
"1376884_a_at","ribosomal protein L3-like","Rpl3l"
"1376908_at","interferon-induced protein with tetratricopeptide repeats 3","Ifit3"
"1376914_at","DEP domain containing 1","Depdc1"
"1376927_at","leucine rich repeat containing 14B","Lrrc14b"
"1376937_at","filamin A interacting protein 1-like","Filip1l"
"1376943_at","ecotropic viral integration site 2B","Evi2b"
"1376951_at","mitotic arrest deficient 2 like 1","Mad2l1"
"1376968_at","myosin binding protein C2","Mybpc2"
"1376972_at","solute carrier family 40 member 1","Slc40a1"
"1376980_at","5-hydroxytryptamine receptor 2C","Htr2c"
"1376989_at","phosphoinositide-3-kinase regulatory subunit 3","Pik3r3"
"1377001_at","neuronal cell adhesion molecule","Nrcam"
